AOD,RH,WS,TEMP,PBL,SP,NDVI,PM2.5
392,31.9,0.378,288.61,2370,94.652,2170,53.345
806,38.1,3.123,289.3,1843.3,100.53,1559,84.857
644,35.7,1.92,289.74,2205.9,98.77,2403,50.275
237,17.5,4.627,292.16,1443,86.475,1321,236.22
389,32.3,4.918,285.97,1312,101.37,2303,33.14
589,33.3,4.966,287.44,1382.6,101.95,1825,32.43
654,35.2,4.782,287.78,1397.5,102.02,1575,33.21
753,38.4,3.267,289.15,1833,100.42,1382,103.45
735,37.6,2.85,289.32,1957.2,99.835,2532,84.1
130,15.2,2.413,280.72,1597.9,85.418,1508,25.9
297,30.5,1.698,285.27,1779,94.611,2637,12.52
269,32.9,5.06,285.71,1291.9,101.1,1756,53.05
648,36.1,4.88,287.79,1384.6,102.16,1786,39.43
717,39.2,3.422,289,1800.9,100.43,1862,117.17
723,38.6,3.226,289.11,1885,100.06,1677,93.145
693,38.1,3.021,289.21,1960.6,99.707,2717,62.48
147,16.2,2.467,280.88,1626.3,85.742,1356,26.9
313,30.2,1.735,285.76,1802.4,95.037,2598,18.48
298,30.6,1.736,285.65,1792.1,95.086,2078,18.763
174,12.7,2.258,281.99,1696,86.166,1260,30.54
210,12.9,2.312,282.09,1717.9,86.233,1259,25.785
214,22.8,4.007,282.25,1698.3,88.272,1850,22.17
162,23.2,4.04,282.34,1711.7,88.325,2354,23.55
415,17.3,2.484,283.91,1287.3,89.769,1341,32.29
277,17.2,2.408,283.94,1307.9,90.07,1303,41.67
226,13.5,2.134,282.11,1696.8,86.9,1427,15.33
171,13.7,2.201,282.15,1715.1,86.868,1405,27.62
204,13.8,2.274,282.19,1733.4,86.837,1621,23.9
235,23.6,3.832,282.83,1763.2,88.874,1536,25.05
757,38.9,4.159,287.34,1448.4,101.8,1632,55.67
142,14.2,3.013,281.74,1327.8,88.448,1213,21.845
273,13.2,2.905,282.29,1423.2,88.934,1421,21.12
632,26.8,1.714,288.47,2013,98.281,2334,25.2
469,26.7,1.67,288.12,2075.2,96.622,2112,23.15
172,23.8,3.148,281.83,1710.2,87.841,1611,16.9
172,24.2,3.175,281.82,1708.4,87.922,1484,27.19
678,26.1,1.986,288.96,2064.7,98.403,2304,25.1
708,26.6,2.061,289.42,1981.3,100.19,3191,26.6
465,35,2.449,289.33,1965.7,100.66,2610,40.235
537,34.9,2.456,289.33,1986.4,100.45,1608,40.52
210,24.5,3.261,282,1717.1,88.184,1157,16.68
207,25,3.264,281.97,1715.6,88.235,1331,21.48
708,26.2,2.238,289.54,2013.4,99.959,2315,28.16
541,35.2,2.786,289.21,1918.9,101,1112,41.57
624,26.1,2.496,289.51,2008.1,99.994,2902,29.65
622,26.2,2.449,289.61,1998.4,100.28,2324,28.955
637,26.3,2.407,289.71,1988.7,100.56,2672,29.325
77,7.9,2.915,291.57,2005.4,81.422,582,30.05
118,14.8,2.715,281.08,1248,87.802,1398,21.86
138,15,2.669,281.17,1268.4,87.98,1424,24.81
668,26.8,2.515,289.67,1957.2,100.93,1761,27
54,7.4,2.9,290.4,2309.4,79.02,478,32.62
116,8.2,3.307,291.85,2120.7,81.357,1432,47.535
119,15,2.675,281.16,1273.4,87.74,1532,19.33
83,16.4,1.702,283.24,1168.6,88.114,-2533,33.38
67,16.6,1.883,282.94,1145.6,87.929,965,35.95
779,31.3,3.945,288.7,1661,101.84,1693,40.363
699,31.3,4.227,288.57,1625.9,101.81,2012,41.885
581,41.8,4.32,286.64,1385.1,101.39,1868,99.95
84,15,2.631,281.15,1282.4,87.339,1669,12.19
81,15.2,2.645,281.24,1303.3,87.478,1642,16.95
722,29,2.911,289.42,1830,102.13,2537,28.15
734,29.4,2.941,289.36,1813.7,102.18,3384,29.517
204,28.2,4.819,280.87,1581.2,86.806,1561,29.304
101,15.6,1.82,283.58,1227,88.138,1127,19.14
878,32.6,4.079,288.43,1658.7,102.38,2108,44.05
729,33.3,4.461,288.18,1623.8,102.39,1976,43.427
717,33.5,4.485,288.07,1615.9,102.39,2149,47.085
757,33.8,4.55,287.87,1600.2,102.39,1718,37.52
102,14.1,1.732,284.47,1283.7,86.989,1080,29.38
705,34,4.849,287.93,1588.8,102.41,1853,39.81
745,34.3,4.894,287.69,1574.4,102.4,1845,30.4
870,29,2.555,289.04,1920.7,101.12,2836,24.14
63,15.4,3.178,284.57,1166,86.484,1136,16.145
60,15.2,2.974,284.55,1183.4,86.521,1210,32.55
927,29.9,2.81,288.84,1874.5,101.34,2355,29.837
963,29.8,3.081,288.95,1835.7,101.84,2734,28.85
157,15.9,2.955,284.32,1189,86.91,1210,21.43
82,13.8,5.086,290.01,1341.5,82.604,797,23.66
203,15.9,2.579,284.2,1220.9,87.171,1251,25.24
163,16.2,2.909,284.24,1199.1,87.266,1367,14.57
201,15.8,2.307,284.2,1245.6,87.4,1183,29.167
247,33.1,4.868,282.28,1704.1,88.596,1500,18.633
110,19.7,3.704,282.21,1435.2,89.393,1465,22.38
674,32.9,2.995,287.68,1813.1,100.61,2429,35.9
164,32.6,5.789,282.18,1685.4,88.427,2150,17.38
801,33.3,3.183,287.42,1762.3,100.48,1745,19.74
918,33.9,3.518,287.61,1761.2,101.03,3371,34.48
162,14.9,2.429,284.84,1290.4,87.925,1411,19.385
116,14.7,2.11,284.76,1303.2,88.1,1310,24.81
215,33.3,5.666,282.38,1706.4,88.959,1463,26.165
707,34.1,3.42,286.98,1716.8,99.907,3630,47.75
242,33.3,5.584,282.58,1728.1,89.341,1297,40.98
150,39.6,4.56,282.25,1672.4,90.51,2286,9.29
162,39.6,4.429,282.45,1666.1,91.081,1983,15.213
183,39.5,4.298,282.66,1659.9,91.652,1781,22.9
253,32.5,5.557,282.86,1756.5,89.649,2220,25.38
329,33.3,5.504,282.78,1749.8,89.724,1786,26.95
546,35.7,5.396,282.31,1726.1,89.29,1512,15.683
1097,38.1,6.65,286.88,1590.1,102.25,2764,38.527
618,35.9,5.416,282.38,1736.5,89.478,1758,18.43
171,28.5,5.84,283.03,1780.1,87.933,1741,15.24
54,12,3.528,287.47,1385.5,85.077,1196,29.48
51,12.2,3.428,287.27,1385,85.301,1010,23.1
939,40.3,6.722,285.8,1608.1,99.756,2236,38.075
967,40.9,6.791,285.85,1606.7,100.19,2870,38
37,14.1,2.612,285.35,2501.6,71.117,1766,33.76
35,13.9,2.334,286.43,2509,72.483,1348,46.43
111,23,5.782,282.77,1514.4,88.913,2145,29.835
105,23.5,5.868,282.85,1522.6,89.255,2495,34.76
52,13.7,2.064,287.39,2481.1,73.679,1465,45.71
147,22.9,5.799,283.01,1540.5,89.056,2208,28.05
1281,44,7.356,285.32,1596,100.82,3012,36.86
75,14.4,2.371,287.36,2349.1,73.983,1565,49.6
164,13.6,1.12,283.68,2323.4,69.788,1161,23.58
68,15.2,0.76,288.82,1830.4,79.991,1289,49.76
72,15.1,0.609,288.64,1788.7,79.962,1414,39.43
59,15.3,0.598,288.43,1766.7,80.033,1383,33.715
32,14.8,2.253,283.73,1384.3,82.305,1883,25.285
473,28.7,5.594,284.97,1996,92.345,3443,11.43
480,29.2,5.478,284.77,1987.5,92.289,3562,22.17
26,15.6,1.011,287.76,1714.1,79.96,1503,22.86
39,16.4,1.833,286.98,1644.7,80.036,1718,26.605
497,35.9,5.966,283.56,2025.4,92.721,2666,14.595
405,27,5.322,285.99,2008.1,95.285,2731,21.38
219,18.6,3.293,286.27,1950.4,92.251,3340,22.045
465,26.6,5.218,286.18,2012.5,95.731,3429,20.525
465,27.1,5.287,285.99,2013.8,95.482,2114,17.405
223,18.2,2.917,286.43,1967,92.391,4748,18.05
382,28.7,5.912,285.02,1929.3,94.52,2968,22.17
394,19.7,2.976,287.42,1973.2,95.551,4654,19.62
536,27.7,5.333,287.08,2299.1,97.81,2873,30.717
606,27.7,5.202,287.3,2330.3,98.254,2974,30.953
383,21.3,3.258,287.05,1907.1,95.773,5126,15.1
377,22.2,3.36,286.53,1862.2,95.13,4508,15.52
338,21.9,3.475,286.6,1854,95.326,5269,23
343,22.8,3.598,286.07,1811.4,94.657,5410,12.86
274,18.3,2.526,286.76,1896.2,93.842,3390,18.14
263,18.3,2.467,286.87,1915.2,94.154,2554,14.505
223,19,2.688,286.73,1895.8,94.223,3199,20.81
226,19.6,2.908,286.6,1876.3,94.291,2562,27.52
284,20.2,3.129,286.46,1856.9,94.359,3061,16.29
315,21.5,3.57,286.19,1818,94.496,4397,14
205,19.9,3.242,285.79,1790.5,93.101,3098,24.335
272,20.5,3.447,285.65,1773.5,93.146,2186,22.89
329,21.2,3.652,285.51,1756.6,93.19,3207,25.9
771,37.3,5.862,286.59,2125.9,101.49,7708,47.81
687,33.2,6.039,287.24,2332.6,100.27,1694,43.9
749,34.6,5.949,287.03,2270.7,100.69,3371,44.68
206,21.8,2.549,288.65,1697.3,90.889,5490,23.29
229,21.5,2.681,288.44,1686.7,90.776,5761,35.7
258,21,2.411,289.2,1738.3,91.802,3787,33.455
567,28,4.87,288.79,2521.4,100.02,4167,30.555
587,39.7,6.093,285.9,2062.7,101.33,6812,53.1
524,28.1,4.801,289.07,2541.6,100.39,4378,30.003
558,39.6,5.964,285.94,2084.7,101.07,7102,37.33
569,39.9,6.06,285.91,2061.3,101.27,5328,49.95
200,18.2,2.758,287.45,1896.3,92.902,6646,20.097
198,22.1,4.428,287.69,2129.6,95.65,4610,23.345
134,26.9,4.515,273.05,2257.5,56.085,618,19.05
181,22.2,4.501,287.8,2147.6,95.92,6303,16.86
209,23.1,1.941,291.29,1705.4,91.306,3641,14.185
183,21.1,3.66,292.61,1766.7,94.953,3288,29.143
157,20.7,4.779,292.48,1777,96.214,5553,67.2
156,20.4,4.779,292.26,1782.5,96.004,6257,36.405
179,21.1,4.658,292.48,1783.7,96.355,6269,51
828,34.8,4.738,291.01,1944.6,85.605,4849,47.29
289,26.5,5.161,290.3,2249.3,100.64,5626,12.81
307,27.6,5.446,290.11,2202.2,100.88,4277,20.935
500,34.8,6.95,289.04,2297.6,101.98,3687,26.12
351,23.7,4.13,295.78,1737.1,98.024,5349,47.245
367,23.8,4.248,295.6,1715.9,98.046,3925,44.57
1490,32.3,3.932,295.46,1886.3,93.434,3331,79.24
349,23.8,4.204,295.91,1731.9,98.135,3063,55
357,23.8,4.331,295.74,1710.8,98.149,5753,53.52
350,21.4,3.017,290.89,2721.7,97.363,4858,27.335
431,24.4,3.805,296.63,1810.4,98.228,5248,41.43
355,24.2,4.029,296.33,1768.6,98.238,5570,36.19
289,21.3,2.865,291.2,2830.4,97.344,5734,23.145
315,21.7,3.069,291.34,2803.8,97.969,3333,31
381,24.6,3.968,296.55,1783.9,98.371,5281,45.86
316,24.6,4.578,294.79,1648,97.697,5329,18.62
486,25.9,3.822,296.78,1817,98.346,5236,47.48
322,24.9,4.568,294.91,1650.6,97.716,4568,27.465
498,33.4,6.719,289.9,2427.7,102.14,4081,17.33
606,37,7.553,288.61,2325.2,101.74,5073,30
137,28.3,5.244,288.46,1972.2,90.522,5423,39.57
139,28,5.201,288.26,2005.3,90.349,6004,29.38
502,36.9,7.621,288.73,2366.7,101.53,3410,33.33
524,28.3,4.218,296.23,1740.1,98.185,5738,24.71
506,28.4,4.23,295.99,1722.2,98.015,5056,33.52
397,32.2,6.846,289.48,2629.6,100.96,5166,22.05
594,29.6,4.208,296.01,1722,97.908,5088,47.7
489,29.8,4.243,295.53,1689.4,97.511,3903,42.685
741,43.5,2.289,295.48,1667,95.752,5435,49.52
718,30.8,4.202,295.79,1707.1,97.574,4481,56.29
573,30.8,4.222,295.55,1692.3,97.347,5333,39.1
1023,33.7,3.678,296.98,1700.3,98.205,4835,51.405
770,32.4,4.16,296.52,1747.8,98.209,6017,38.8
681,32.1,4.171,296.04,1721.5,97.696,3944,56.48
723,31.9,4.185,295.81,1708.4,97.439,2164,50.617
792,33.4,4.088,296.24,1735.7,97.721,5577,55.1
587,33,4.119,295.74,1709.4,97.135,3959,44.19
490,32.8,4.143,295.48,1696.3,96.842,5986,40.95
399,29.8,5.518,291.6,2782.1,101.8,1804,28.57
320,29.6,5.649,291.36,2795.8,101.55,4780,24.29
531,34.2,4.018,295.58,1710,96.662,6113,47.79
157,34.8,2.899,291.76,2306.9,95.586,6646,19.95
143,34.2,2.604,291.86,2374.3,95.845,6182,7.38
351,28.9,5.481,291.71,2756.8,101.73,2844,26.045
324,28.8,5.607,291.43,2777.9,101.42,5356,17.14
187,36.9,2.761,291.99,2159.9,96.335,4844,25.455
388,25.7,2.635,293.63,2574.3,101.45,5118,14.1
341,26.7,2.392,293.61,2484.5,101.18,3361,16.525
1356,42.2,2.742,296.97,1751.7,97.751,5153,52.66
378,27.4,2.43,293.53,2450.9,101.03,4223,21
734,46.5,2.703,296.79,1694.9,97.011,5575,58.05
1168,44,2.734,296.72,1730,97.29,5029,56.925
658,47.5,2.825,296.55,1679.9,96.472,5699,55
678,47.6,2.775,296.54,1661.5,96.711,4919,55.4
406,24.9,4.094,293.3,2781.8,101.56,3434,12.95
292,27,6.218,291.37,3357.5,101.64,661,16.31
284,27.4,6.318,291.34,3355.8,101.73,2722,17.983
1264,34.4,5.891,289.61,2940.4,100.64,3480,25
377,24.8,4.145,293.32,2832.2,101.42,3619,23.683
287,42.1,2.495,291.8,1628.4,96.868,5906,27.57
324,23.3,4.933,293.17,2913.3,101.43,4001,21.19
323,42.3,2.499,291.68,1572.1,96.625,6092,29.52
367,23.6,4.726,293.34,2957.3,101.38,4401,28.95
370,23.4,4.851,293.27,2975.8,101.39,2240,18.14
359,23.1,4.979,293.21,2994.3,101.39,2919,15.43
439,31.6,6.134,290.58,3483.9,100.17,3188,18.287
357,23.7,4.649,293.42,3002.3,101.31,5534,17
374,23.4,4.77,293.38,3038.2,101.34,2890,22.023
379,23.1,4.893,293.34,3074.2,101.37,2511,19
370,29,5.444,292.04,3403.4,101.5,5088,22.16
385,29.3,5.498,291.88,3425.2,101.3,3356,25.52
326,30.7,5.795,290.73,3506.6,99.859,5335,18.38
332,26.9,4.047,293.51,2820.5,100.8,6171,33.1
329,23.1,4.835,293.46,3192.1,101.27,5110,25.14
178,29,1.453,291.8,2745.6,76.201,4704,23.12
150,29,1.209,291.83,2766.1,76.326,4053,18.29
336,23.9,4.753,293.46,3095.5,101.18,2856,20.43
342,23.8,4.845,293.27,3125.8,100.92,6384,16.48
289,24.3,5.118,292.04,3387.7,99.587,4606,18.845
286,24.5,5.077,292.11,3395,99.762,5262,20.57
307,44.1,2.3,291.94,1483.5,95.356,6026,15.29
481,37.2,3.329,292.69,2615.6,99.171,3250,24.177
447,35.7,3.439,292.85,2646.3,99.48,3963,29.43
282,24.8,5.054,291.98,3400.5,99.337,6394,20.675
374,25.8,4.789,292.74,3386.8,100.98,5638,13.62
295,49.2,3.925,294.18,1933.2,90.743,4835,38.95
340,49.6,3.852,294.09,1920,90.894,4766,63.93
493,38.5,2.219,292.89,1636.4,97.846,3919,41.82
463,38.4,2.294,292.8,1655.8,97.807,5256,30.7
134,48.1,5.06,292.53,1817,85.05,5932,29.19
510,38.9,2.312,292.7,2240.5,98.123,3118,35.11
460,27.4,4.681,293.14,3158.2,100.56,4242,23.525
468,27.6,4.687,293.23,3101.5,100.54,3990,19.89
436,27.5,4.722,293.21,3084.6,100.56,6165,23.81
272,41,3.605,294.83,2046.7,88.41,3865,49.015
147,32.8,0.893,295.14,2333.4,81.815,3498,35.24
238,32.3,0.773,295.46,2335.7,82.305,3246,34.43
298,31.9,0.664,295.77,2338.1,82.795,3349,33.36
125,28.8,3.17,294.24,2491.1,81.903,5184,26.1
129,28.9,3.215,294.44,2484.6,82.377,4851,55.715
94,29,3.261,294.64,2478.1,82.85,4146,57.58
387,39.7,3.453,294.94,2089.2,88.223,5902,70.64
356,44,2.959,295.15,2038.2,91.367,4764,33.38
366,38.8,3.177,295.11,2125.5,88.237,3841,58.52
395,35.3,2.659,293.04,2033.3,98.879,5508,34.3
439,35.3,2.757,293.22,2109.7,99.21,5309,34.95
247,31.8,1.599,296.09,2393,87.15,4558,45.71
266,32.8,1.648,296,2355.5,87.399,3407,56.627
296,38.7,2.782,295.45,2156.7,88.926,5743,32.62
401,39.2,2.654,296.05,2159,90.585,6647,22.05
450,35.7,3.264,292.65,1827.8,98.285,5229,42
621,36.5,3.202,293.01,1935.7,98.04,6578,35.62
698,35.6,4.91,293.03,2352.6,98.075,5577,44.6
620,36.3,4.906,292.96,2283.9,97.743,6179,44.167
181,30.9,1.217,293.74,2604.8,79.766,4192,37.33
1002,41.4,3.707,294.4,1844.7,99.043,3675,48.12
771,42.9,3.822,294.26,1789.7,99.537,438,55.86
360,35.6,3.269,293.59,1507,96.434,5946,34.14
640,45.1,3.996,294.18,1680.8,99.964,3149,57.25
380,35.2,2.992,294.27,1526.8,96.877,5527,45.69
372,35.2,3.218,294.07,1500.1,96.824,4565,43.62
249,39.1,0.31,294.52,2396.8,81.425,3320,21.095
292,37.7,1.034,293.63,2338.4,80.507,2707,48.69
166,30.8,1.618,297.1,2450.4,86.632,5136,9.38
401,37.5,0.964,293.82,2357,80.721,-1305,35.14
487,39.9,3.127,295.97,1901.3,100.03,2662,44.86
541,40.8,3.055,296.07,1918.9,100.48,3472,42.05
256,36.2,0.924,294.18,2415.9,81.138,3268,37.1
748,38.8,4.464,294.44,1921.9,97.773,4774,33.81
364,36.9,3.854,295.75,1826.8,98.722,6758,31.43
667,42.1,3.403,295.64,1762.3,100.32,2346,45.9
315,42.5,1.39,297.16,1786.4,96.875,7568,49.53
729,39.2,4.6,294.62,1858.8,97.962,3924,30.835
707,38.4,4.59,294.71,1868.7,98.212,5466,39.1
282,42.9,1.538,297.54,1816.4,96.708,6977,53.55
281,43.2,1.658,297.4,1769.8,96.996,7375,67.25
644,39.5,4.742,294.79,1795.6,98.151,5351,34.89
370,38.1,4.322,295.3,1619.9,97.319,5196,52.04
579,33.3,2.716,298.35,2166.6,99.571,4760,35.43
373,37.1,3.424,297.46,1487.4,100.04,4229,76.285
369,36.8,3.486,297.38,1483.9,99.899,5304,63.04
538,32.4,5.827,297.04,1649.6,98.471,6364,35.86
360,37.2,3.515,297.67,1499.7,99.98,4517,73.81
533,32.1,6.144,297.25,1667.3,98.453,5709,39.33
520,32.1,5.94,297.33,1669.5,98.434,6004,41.2
221,28.7,0.806,302.33,2399.2,96.072,5497,49.71
224,28.6,1.04,302.21,2389.6,95.84,3509,64.25
352,37.4,3.604,299.48,1667.8,100.06,4014,74.67
545,39,5.403,298.22,1720.1,100.1,5770,47.95
581,38,5.514,298.73,1733.7,100.4,3873,35.955
640,30.7,3.832,299.24,1943.7,99.941,2866,32.543
483,35.9,6.08,298.88,1672.1,100.28,5743,48.25
519,30.3,5.146,299.71,1889.7,99.831,2215,46.38
553,30.5,4.596,299.57,1908.7,100.02,3039,61.15
136,38.6,2.066,295.83,2217.9,85.037,2941,43.96
380,31.8,4.11,301.08,1900.7,100.35,3779,50.31
99,40.2,2.147,295.76,2144.9,85.555,3388,43.52
55,38.9,2.581,295.12,2052,85.992,3849,30.235
712,35.4,5.856,299.82,1754,101.07,3827,55
595,34,5.943,300.02,1758.7,101.02,7278,57.76
627,34.5,3.747,298.9,1615.5,100.78,2479,66.4
593,37.7,2.941,298.12,1466,101.08,4986,51.43
390,33.9,3.937,301.06,1850.6,100.33,6639,45.245
538,36.4,4.912,300.29,1851.1,100.62,5034,34.9
674,35.7,5.336,300.36,1819.4,101.08,3482,61.905
741,34.5,5.788,300.4,1789.9,101.43,3678,65.355
763,34.1,5.816,300.39,1789.4,101.37,4002,54
691,33.8,5.846,300.37,1789,101.31,4235,56.85
567,32.1,6.162,299.78,1743.9,100.34,3775,40.9
398,33.6,4.093,301.17,1856,100.36,4238,67.975
365,35.9,4.839,300.55,1880.5,100.56,2130,47.595
798,33.6,5.771,300.69,1811.4,101.57,3703,67.43
589,31.7,6.119,300.07,1767.9,100.5,3598,53.215
301,33.5,4.397,301.15,1985,99.911,3867,29.57
476,48.4,1.427,296.83,1705.4,87.607,7347,24.38
413,30.7,3.055,302.66,2123.9,100.09,3196,60.24
380,31,3.189,302.51,2097.2,100.12,3308,74.587
596,34.8,5.384,300.74,1823,101.25,6820,43.22
819,33.9,5.649,300.65,1795.4,101.67,2539,61.95
535,32.3,5.784,299.82,1717.3,100.88,5208,46.57
407,30.8,3.192,302.65,2097.6,100.15,4531,78.9
388,31.1,3.311,302.51,2073.1,100.21,3474,79.06
365,31.4,3.434,302.37,2048.6,100.26,4031,68.1
286,31.7,4.619,301.26,1841.3,99.906,4830,48.05
676,32.8,5.425,299.52,1709,101.31,4120,59.71
553,32.8,5.525,299.52,1686.3,101.1,3826,54.05
466,32.9,5.411,299.3,1648.3,100.92,4588,24.37
322,31.1,4.703,301.39,1855.1,99.803,3112,44.24
848,34.1,5.643,300.69,1779.9,101.63,2201,50.25
458,33.4,5.285,299.12,1614.7,101.09,7419,48.05
809,34.2,5.599,300.76,1780.8,101.48,3756,63.017
591,34,5.36,299.91,1734.6,101.63,3032,70.545
579,33.9,5.231,299.54,1716.5,101.65,3804,67.24
670,33.7,4.959,298.6,1638,101.54,3747,57.565
670,33.7,5.012,298.68,1626.1,101.46,4444,63.81
595,33.7,5.065,298.77,1614.1,101.38,4377,71.43
443,33.7,5.118,298.85,1602.2,101.31,4019,51.575
407,33.9,5.064,298.8,1567.5,101.24,-2374,37.75
199,27.9,3.01,303.37,2180.6,99.168,5062,52.05
606,35,5.108,299.17,1644.7,101.66,6800,39.19
579,35.1,4.823,298.36,1596.7,101.7,109,70.38
169,28.2,3.1,303.13,2156.4,98.954,4463,51
558,38.3,5.14,299.03,1480.7,101.65,5906,66.33
553,39.1,4.853,298.28,1407.3,101.71,3155,73.52
550,39.5,4.712,297.9,1370.6,101.73,4579,54.67
368,32.2,4.191,301.49,1808.5,101.14,4414,68.985
400,34.1,4.558,300.56,1691,101.2,3266,48.187
339,33.5,3.938,300.44,1575.2,100.89,4829,56.21
376,34,3.926,300.39,1556.6,101.25,1434,66.3
319,34.6,3.857,299.86,1443.3,101.14,-211,46.51
462,31.5,3.783,301.43,1785.5,101.08,4717,50.38
458,32.2,3.872,301.13,1730,100.96,5011,55.605
354,37.2,3.902,299.99,1445.5,101.48,-1788,48.86
330,35.5,3.897,301.02,1654.9,101.74,4368,43.29
353,36.8,3.83,300.64,1590.8,101.75,1094,38.067
349,45.7,5.175,299.97,1474.9,100.34,4932,33.95
33,31.3,2.405,285.62,1730.2,97.921,2164,20.08
174,31.7,2.568,285.65,1731,98.134,1485,26.58
1941,27.2,6.507,290.3,881.23,92.021,1971,180.69
123,31.5,1.873,288.14,1660.6,95.477,3625,27.79
123,31.5,1.936,288.11,1659.4,95.459,2673,11.53
811,34.2,3.541,289.99,1113.4,98.661,1168,42.51
191,28.2,2.467,290.73,1900.3,97.809,2221,38.16
191,28.4,2.589,290.77,1901.3,98.056,1786,40.5
868,35.5,3.55,289.79,1038.7,98.694,1821,37.05
216,28,2.235,290.9,1924.3,98.014,1558,57.11
412,28,1.478,291.12,1929.4,98.449,1818,42.53
423,28.3,1.596,291.07,1916.1,98.525,1455,41.66
464,28.7,1.522,290.91,1875.6,98.421,1859,43.03
908,41.6,2.642,288.4,699.46,98.774,2059,60.44
1351,36.6,0.914,288.6,1195.4,98.539,1761,86.855
457,30.3,2.378,290.24,1715.4,98.117,1506,38.42
438,30.4,2.28,290.01,1672.2,97.713,2911,50.79
2479,33.2,1.889,289.35,655.4,96.39,1847,72.21
1231,38.4,1.552,287.95,481.83,98.827,1973,46.58
1816,30,2.58,289.01,901.8,98.869,1315,77.68
1607,29.2,2.838,289.31,919.43,98.785,1854,62.84
511,28.5,4.377,289.7,1428,97.35,1490,62.37
515,28.5,4.327,289.74,1434,97.37,2710,46.79
1526,28.3,3.194,289.6,962.16,98.695,1462,59.74
1595,28.2,3.256,289.57,979.15,98.656,889,68.765
475,28.1,4.331,289.88,1450.2,97.264,2188,57.17
1593,27.3,3.598,289.85,1017.8,98.55,1673,61.17
1414,26.4,3.96,289.88,1079.5,98.166,1970,70.58
723,26.7,4.015,290.04,1478.6,96.521,2885,66.72
712,26.8,3.715,290.02,1483.9,96.339,1923,24.395
1959,25.6,4.357,291.18,909.12,98.727,1746,21.95
1913,24.5,4.603,291.47,948.78,98.666,1888,20.22
1695,28.1,3.006,289.52,1366.9,95.036,2435,62.05
1681,27.6,2.69,289.87,1398,95.039,1269,49.83
1698,28,2.716,289.76,1401.8,94.986,1645,48.317
1205,22.3,5.221,291.09,1207.1,98.111,2031,59.39
1388,22.3,5.185,291.06,1221.7,98.072,1648,56.32
1339,25.1,3.95,290.39,1306.9,97.421,1919,52.21
1182,22.5,5.144,291.03,1225.8,98.034,1439,60.637
1228,22.5,5.092,291,1239.6,97.989,1862,59.37
1254,22.6,5.041,290.97,1253.5,97.944,2156,52.33
1476,25.8,3.744,290.25,1324.6,97.087,2890,63.05
1410,26.3,3.56,290.11,1325.8,96.934,1139,53.327
1249,22.8,4.933,290.93,1270.8,97.855,2975,43.74
1769,27.4,3.198,289.87,1345.8,96.49,2676,42.79
931,21.7,3.047,292.8,1061.4,98.307,1447,32.375
999,21.6,3.169,292.78,1062.5,98.355,1662,31.21
1889,24.7,5.253,290.63,1226.4,98.228,1505,58.357
171,26.2,0.966,292.44,2011.9,95.823,2231,42.37
1696,13.3,4.452,294.67,2076,88.146,1000,117.26
1421,13.6,4.693,294.17,2091.7,87.465,1301,139.21
2321,26.1,4.153,290.36,1437.5,96.794,2354,64.515
233,24.7,1.031,292.49,2114.4,94.91,2202,54.05
218,25.2,0.834,292.46,2093.6,95.178,2846,46.39
1462,26.1,4.434,291.04,1377.2,99.035,2633,65.95
688,26,4.348,291.21,1399.5,99.267,1824,59.89
683,26.1,4.237,291.09,1413.6,98.998,2269,67.95
218,18.1,2.197,292.14,1431.9,92.431,1448,66.26
232,20.7,3.362,292.22,1337,98.052,1799,47.57
216,21.1,3.499,292.17,1342.1,98.28,1650,40.33
522,25.9,3.838,291.42,1493.9,99.278,2603,73.32
167,29.8,1.011,290.05,2112.8,92.459,2079,55.94
704,25.9,3.769,291.62,1506.5,99.494,1835,82.58
642,25.9,3.692,291.55,1525.7,99.31,1945,76.26
467,25.8,3.56,291.4,1564.1,98.941,1604,68.11
271,26,3.443,291.31,1586.3,98.588,1571,74.21
354,26.2,3.333,291.21,1608.5,98.234,1641,75.16
359,26.4,3.231,291.12,1630.6,97.881,2008,61.265
695,25.6,3.748,291.88,1516.3,99.843,2624,78.22
690,25.6,3.654,291.79,1536.2,99.625,1715,83.47
700,25.7,3.567,291.7,1556.1,99.408,1584,80.158
631,25.7,3.487,291.62,1576,99.19,1499,79.21
210,30.2,0.954,290.39,2101.9,93.401,2170,50.665
245,18.8,0.567,292.78,1516.6,95.844,1890,17.74
318,18.6,0.826,293.02,1540.8,96.583,1673,37.675
263,26.8,2.526,291.33,1789.6,97.784,2330,78.95
226,27.3,2.401,291.26,1818.4,97.41,2475,48.63
403,24.9,2.974,291.96,1697,99.112,1559,74.093
243,27.5,2.312,291.19,1819.4,97.446,2403,71.5
263,26.5,3.045,290.24,1173,99.487,1652,86.66
277,30.8,4.37,290.19,1221.5,100.4,1825,49.79
341,29.6,4.29,290.75,1306.6,100.47,1575,62.16
333,25,2.971,291.9,1699.3,99.006,1382,58.485
296,25.5,2.69,291.7,1749.6,98.452,2532,55.26
47,16.4,6.675,290.54,1755.3,84.288,1508,58.37
59,15.1,1.225,295.29,1770.4,93.074,2637,19.32
247,26.2,2.766,290.28,1189.3,99.475,1756,82.67
321,25.2,3.017,291.87,1694.2,99.018,1862,69.635
260,25,2.823,291.8,1730.4,98.661,1677,58.8
259,25,2.654,291.71,1762.4,98.329,2717,36.84
